result,material_difference,total_white_material,total_black_material,colour,ply_number,white_in_check,black_in_check,white_queen_exists,black_queen_exists,num_squares_white_attacks,num_squares_black_attacks
0,0,38,38,1,21,0,0,1,1,34,33
0,0,38,38,0,22,0,0,1,1,34,33
0,0,38,38,1,23,0,0,1,1,36,34
0,-3,35,38,0,24,0,0,1,1,33,37
0,0,35,35,1,25,0,0,1,1,35,30
0,-3,32,35,0,26,0,0,1,1,33,34
0,0,32,32,1,27,0,0,1,1,35,29
0,-1,31,32,0,28,0,0,1,1,34,32
0,-1,31,32,1,29,0,0,1,1,36,32
0,-1,31,32,0,30,0,0,1,1,36,34
0,2,31,29,1,31,0,0,1,1,35,31
0,-3,26,29,0,32,0,0,1,1,34,34
0,-3,26,29,1,33,0,0,1,1,36,34
0,-3,26,29,0,34,0,0,1,1,36,33
0,2,26,24,1,35,0,0,1,1,34,29
0,-1,23,24,0,36,0,0,1,1,32,33
0,-1,23,24,1,37,0,0,1,1,32,32
0,-1,23,24,0,38,0,0,1,1,31,32
0,8,23,15,1,39,0,0,1,0,37,22
0,-1,14,15,0,40,0,0,0,0,24,21
0,-1,14,15,1,41,0,0,0,0,24,21
0,-1,14,15,0,42,0,0,0,0,24,21
0,-1,14,15,1,43,0,0,0,0,25,21
0,-1,14,15,0,44,0,0,0,0,25,23
0,-1,14,15,1,45,0,0,0,0,26,23
0,-1,14,15,0,46,0,0,0,0,26,26
0,-1,14,15,1,47,0,0,0,0,28,28
0,-6,9,15,0,48,0,0,0,0,21,30
0,-1,9,10,1,49,0,0,0,0,20,19
0,-1,9,10,0,50,0,0,0,0,20,21
0,-1,9,10,1,51,0,0,0,0,19,21
0,-1,9,10,0,52,0,0,0,0,19,21
0,-1,9,10,1,53,0,0,0,0,19,21
0,-1,9,10,0,54,0,0,0,0,19,22
0,-1,9,10,1,55,0,0,0,0,19,22
0,-1,9,10,0,56,0,0,0,0,19,23
0,-1,9,10,1,57,0,0,0,0,19,23
0,-1,9,10,0,58,0,0,0,0,19,23
0,-1,9,10,1,59,0,0,0,0,20,23
0,-1,9,10,0,60,0,0,0,0,20,23
0,-1,9,10,1,61,0,0,0,0,19,23
0,-1,9,10,0,62,0,0,0,0,19,22
0,-1,9,10,1,63,0,0,0,0,20,22
0,-2,8,10,0,64,0,0,0,0,19,22
0,-1,8,9,1,65,0,0,0,0,18,21
0,-2,7,9,0,66,0,0,0,0,16,22
0,-1,7,8,1,67,0,0,0,0,17,21
0,-1,7,8,0,68,0,0,0,0,17,21
0,0,7,7,1,69,0,0,0,0,16,20
0,-1,6,7,0,70,0,0,0,0,15,19
0,-1,6,7,1,71,0,0,0,0,16,19
0,-1,6,7,0,72,0,0,0,0,16,19
0,-1,6,7,1,73,0,1,0,0,17,19
0,-1,6,7,0,74,0,0,0,0,17,20
0,-1,6,7,1,75,0,0,0,0,17,20
0,-2,5,7,0,76,0,0,0,0,17,20
0,1,5,4,1,77,0,0,0,0,18,13
0,0,4,4,0,78,0,0,0,0,16,14
0,0,4,4,1,79,0,0,0,0,13,14
0,0,4,4,0,80,0,0,0,0,13,12
0,1,4,3,1,81,0,0,0,0,10,11
0,1,4,3,0,82,0,0,0,0,10,11
0,1,4,3,1,83,0,0,0,0,13,11
0,0,3,3,0,84,0,0,0,0,12,9
0,0,3,3,1,85,0,0,0,0,10,9
0,0,3,3,0,86,0,0,0,0,10,10
0,0,3,3,1,87,0,0,0,0,10,10
0,0,3,3,0,88,0,0,0,0,10,12
0,0,3,3,1,89,0,0,0,0,12,12
0,0,3,3,0,90,0,0,0,0,12,11
0,0,3,3,1,91,0,0,0,0,14,11
0,0,3,3,0,92,0,0,0,0,14,11
0,0,3,3,1,93,0,1,0,0,13,11
0,0,3,3,0,94,0,0,0,0,13,10
0,0,3,3,1,95,0,0,0,0,14,10
0,0,3,3,0,96,0,0,0,0,14,11
0,0,3,3,1,97,0,0,0,0,11,11
0,0,3,3,0,98,0,0,0,0,11,12
0,0,3,3,1,99,0,1,0,0,14,12
0,0,3,3,0,100,0,0,0,0,14,9
0,0,3,3,1,101,0,0,0,0,13,9
0,0,3,3,0,102,0,0,0,0,13,12
0,0,3,3,1,103,0,0,0,0,13,12
0,0,3,3,0,104,0,0,0,0,13,10
0,0,3,3,1,105,0,0,0,0,12,10
0,0,3,3,0,106,0,0,0,0,12,11
0,1,3,2,1,107,0,1,0,0,14,10
0,1,3,2,0,108,0,0,0,0,14,10
0,1,3,2,1,109,0,0,0,0,12,10
0,1,3,2,0,110,0,0,0,0,12,8
0,1,3,2,1,111,0,0,0,0,12,8
0,1,3,2,0,112,0,0,0,0,12,8
0,1,3,2,1,113,0,0,0,0,10,8
0,1,3,2,0,114,0,0,0,0,10,7
0,1,3,2,1,115,0,0,0,0,6,7
0,-2,0,2,0,116,0,0,0,0,5,5
0,-2,0,2,1,117,0,0,0,0,5,5
0,-2,0,2,0,118,1,0,0,0,5,5
0,-2,0,2,1,119,0,0,0,0,8,5
0,-10,0,10,0,120,1,0,0,1,8,21
0,-1,0,1,1,121,0,0,0,0,5,3
0,-1,0,1,0,122,0,0,0,0,5,8
0,0,35,35,1,21,0,0,1,1,33,33
0,0,35,35,0,22,0,0,1,1,33,36
0,0,35,35,1,23,0,0,1,1,32,36
0,0,35,35,0,24,0,0,1,1,32,40
0,0,35,35,1,25,0,0,1,1,32,40
0,0,35,35,0,26,0,0,1,1,32,40
0,0,35,35,1,27,0,0,1,1,32,40
0,0,35,35,0,28,0,0,1,1,32,38
0,0,35,35,1,29,0,0,1,1,35,38
0,0,35,35,0,30,0,0,1,1,35,42
0,0,35,35,1,31,0,0,1,1,35,40
0,0,35,35,0,32,0,0,1,1,35,38
0,0,35,35,1,33,0,0,1,1,35,38
0,0,35,35,0,34,0,0,1,1,35,38
0,0,35,35,1,35,0,0,1,1,32,38
0,0,35,35,0,36,0,0,1,1,32,37
0,0,35,35,1,37,0,0,1,1,33,37
0,0,35,35,0,38,0,0,1,1,33,37
0,0,35,35,1,39,0,0,1,1,33,37
0,-1,34,35,0,40,0,0,1,1,33,35
0,2,34,32,1,41,0,0,1,1,32,33
0,2,34,32,0,42,1,0,1,1,32,36
0,2,34,32,1,43,0,0,1,1,32,37
0,2,34,32,0,44,1,0,1,1,34,40
0,5,34,29,1,45,0,0,1,1,33,37
0,-4,25,29,0,46,0,0,0,1,27,38
0,-4,25,29,1,47,0,0,0,1,27,40
0,-4,25,29,0,48,0,0,0,1,27,43
0,-4,25,29,1,49,0,0,0,1,28,41
0,-9,20,29,0,50,0,0,0,1,25,40
0,-4,20,24,1,51,0,0,0,1,23,37
0,-4,20,24,0,52,0,0,0,1,23,36
0,-4,20,24,1,53,0,0,0,1,25,36
0,-4,20,24,0,54,0,0,0,1,25,36
0,-4,20,24,1,55,0,0,0,1,27,36
0,-4,20,24,0,56,0,0,0,1,27,37
0,-4,20,24,1,57,0,0,0,1,32,37
0,-4,20,24,0,58,1,0,0,1,32,37
0,-4,20,24,1,59,0,0,0,1,33,37
0,-4,20,24,0,60,0,0,0,1,33,34
0,-4,20,24,1,61,0,0,0,1,34,34
0,-5,19,24,0,62,1,0,0,1,34,37
0,-5,19,24,1,63,0,0,0,1,34,37
0,-5,19,24,0,64,0,0,0,1,34,32
0,-5,19,24,1,65,0,0,0,1,33,32
0,-5,19,24,0,66,0,0,0,1,33,31
0,-2,19,21,1,67,0,0,0,1,28,29
0,-2,19,21,0,68,1,0,0,1,28,32
0,-2,19,21,1,69,0,0,0,1,29,34
0,-5,16,21,0,70,0,0,0,1,27,31
0,-5,16,21,1,71,0,0,0,1,33,32
0,-5,16,21,0,72,1,0,0,1,33,33
0,-5,16,21,1,73,0,0,0,1,30,33
1,0,37,37,0,21,0,0,1,1,36,31
1,0,37,37,1,22,0,0,1,1,36,36
1,0,37,37,0,23,0,0,1,1,36,36
1,0,37,37,1,24,0,0,1,1,36,38
1,0,37,37,0,25,0,0,1,1,38,38
1,0,37,37,1,26,0,0,1,1,40,36
1,0,37,37,0,27,0,0,1,1,41,38
1,0,37,37,1,28,0,0,1,1,40,36
1,0,37,37,0,29,0,0,1,1,40,36
1,0,37,37,1,30,0,0,1,1,40,36
1,0,37,37,0,31,0,0,1,1,41,35
1,0,37,37,1,32,0,0,1,1,41,37
1,0,37,37,0,33,0,0,1,1,38,37
1,-3,34,37,1,34,0,0,1,1,33,39
1,0,34,34,0,35,0,0,1,1,42,35
1,0,34,34,1,36,0,0,1,1,42,37
1,0,34,34,0,37,0,0,1,1,42,37
1,0,34,34,1,38,0,0,1,1,42,34
1,0,34,34,0,39,0,0,1,1,44,34
1,0,34,34,1,40,0,0,1,1,44,35
1,0,34,34,0,41,0,0,1,1,41,37
1,0,34,34,1,42,0,0,1,1,41,39
1,0,34,34,0,43,0,0,1,1,41,38
1,0,34,34,1,44,0,0,1,1,43,33
1,0,34,34,0,45,0,0,1,1,40,33
1,0,34,34,1,46,0,0,1,1,42,31
1,0,34,34,0,47,0,0,1,1,41,31
1,0,34,34,1,48,0,0,1,1,41,31
1,0,34,34,0,49,0,0,1,1,41,31
1,0,34,34,1,50,0,0,1,1,40,31
1,1,34,33,0,51,0,0,1,1,44,33
1,0,33,33,1,52,0,0,1,1,44,37
1,0,33,33,0,53,0,0,1,1,40,37
1,-3,30,33,1,54,0,0,1,1,37,42
1,0,30,30,0,55,0,0,1,1,40,43
1,0,30,30,1,56,0,0,1,1,39,40
1,5,30,25,0,57,0,0,1,1,39,39
1,2,27,25,1,58,0,0,1,1,35,38
1,11,27,16,0,59,1,0,1,0,37,28
1,6,22,16,1,60,0,0,1,0,30,31
1,6,22,16,0,61,1,0,1,0,36,33
1,1,38,37,1,21,0,0,1,1,37,31
1,-2,35,37,0,22,0,0,1,1,34,35
1,1,35,34,1,23,0,0,1,1,37,32
1,1,35,34,0,24,0,0,1,1,37,32
1,6,35,29,1,25,0,0,1,1,36,34
1,3,32,29,0,26,0,0,1,1,32,33
1,3,32,29,1,27,0,0,1,1,33,31
1,3,32,29,0,28,0,0,1,1,33,34
1,3,32,29,1,29,0,0,1,1,37,34
1,3,32,29,0,30,0,0,1,1,37,33
1,3,32,29,1,31,0,0,1,1,39,33
1,3,32,29,0,32,0,0,1,1,39,33
1,3,32,29,1,33,0,0,1,1,39,33
1,3,32,29,0,34,0,0,1,1,39,35
1,3,32,29,1,35,0,0,1,1,38,35
1,3,32,29,0,36,0,0,1,1,38,36
1,3,32,29,1,37,0,0,1,1,37,36
1,3,32,29,0,38,0,0,1,1,37,35
1,3,32,29,1,39,0,0,1,1,36,35
1,3,32,29,0,40,0,0,1,1,34,35
1,3,32,29,1,41,0,0,1,1,36,35
1,3,32,29,0,42,0,0,1,1,36,35
1,3,32,29,1,43,0,0,1,1,35,35
1,3,32,29,0,44,0,0,1,1,35,39
1,3,32,29,1,45,0,0,1,1,35,39
1,3,32,29,0,46,0,0,1,1,35,35
1,3,32,29,1,47,0,0,1,1,39,35
1,3,32,29,0,48,0,0,1,1,38,35
1,6,32,26,1,49,0,0,1,1,41,30
1,3,29,26,0,50,0,0,1,1,38,32
1,4,29,25,1,51,0,0,1,1,39,31
1,4,29,25,0,52,0,0,1,1,39,32
1,4,29,25,1,53,0,0,1,1,40,35
1,3,28,25,0,54,0,0,1,1,40,37
1,4,28,24,1,55,0,0,1,1,41,36
1,3,27,24,0,56,0,0,1,1,40,35
1,3,27,24,1,57,0,1,1,1,40,35
1,3,27,24,0,58,0,0,1,1,38,37
1,3,27,24,1,59,0,0,1,1,38,37
1,-2,22,24,0,60,1,0,1,1,35,34
1,3,22,19,1,61,0,0,1,1,37,28
1,3,22,19,0,62,0,0,1,1,37,30
1,3,22,19,1,63,0,1,1,1,36,30
1,3,22,19,0,64,0,0,1,1,37,29
1,3,22,19,1,65,0,1,1,1,38,29
1,3,22,19,0,66,0,0,1,1,37,31
1,4,22,18,1,67,0,0,1,1,37,29
1,1,19,18,0,68,0,0,1,1,35,31
1,4,19,15,1,69,0,0,1,1,36,26
1,4,19,15,0,70,0,0,1,1,36,28
1,4,19,15,1,71,0,1,1,1,39,28
1,4,19,15,0,72,0,0,1,1,39,27
1,4,19,15,1,73,0,1,1,1,40,27
1,4,19,15,0,74,0,0,1,1,40,30
1,4,19,15,1,75,0,1,1,1,36,30
1,4,19,15,0,76,0,0,1,1,36,29
1,4,19,15,1,77,0,1,1,1,33,29
1,0,37,37,0,21,0,0,1,1,41,40
1,0,37,37,1,22,0,0,1,1,41,42
1,0,37,37,0,23,0,0,1,1,39,42
1,0,37,37,1,24,0,0,1,1,39,43
1,0,37,37,0,25,0,0,1,1,39,42
1,0,37,37,1,26,0,0,1,1,39,40
1,0,37,37,0,27,0,0,1,1,42,40
1,0,37,37,1,28,0,0,1,1,42,40
1,0,37,37,0,29,0,0,1,1,41,40
1,0,37,37,1,30,0,0,1,1,40,40
1,0,37,37,0,31,0,0,1,1,39,40
1,0,37,37,1,32,0,0,1,1,39,40
1,0,37,37,0,33,0,0,1,1,39,40
1,0,37,37,1,34,0,0,1,1,39,40
1,1,37,36,0,35,0,0,1,1,41,40
1,1,37,36,1,36,0,0,1,1,41,40
1,1,37,36,0,37,0,0,1,1,39,40
1,1,37,36,1,38,0,0,1,1,39,40
1,1,37,36,0,39,0,0,1,1,40,40
1,1,37,36,1,40,0,0,1,1,40,42
1,1,37,36,0,41,0,0,1,1,40,40
1,1,37,36,1,42,0,0,1,1,41,40
1,1,37,36,0,43,0,0,1,1,40,40
1,1,37,36,1,44,0,0,1,1,39,40
1,2,37,35,0,45,0,0,1,1,41,38
1,2,37,35,1,46,0,0,1,1,41,38
1,2,37,35,0,47,0,0,1,1,40,38
1,2,37,35,1,48,0,0,1,1,40,37
1,2,37,35,0,49,0,0,1,1,40,37
1,2,37,35,1,50,0,0,1,1,40,37
1,2,37,35,0,51,0,0,1,1,41,37
1,-1,34,35,1,52,0,0,1,1,36,39
1,2,34,32,0,53,0,0,1,1,41,36
1,-1,31,32,1,54,0,0,1,1,40,36
1,-1,31,32,0,55,0,0,1,1,39,36
1,-1,31,32,1,56,0,0,1,1,39,36
1,-1,31,32,0,57,0,0,1,1,36,36
1,-2,30,32,1,58,0,0,1,1,36,39
1,-1,30,31,0,59,0,0,1,1,38,39
1,-10,21,31,1,60,0,0,0,1,29,43
1,-1,21,22,0,61,1,0,0,0,34,34
1,-1,21,22,1,62,0,0,0,0,32,33
1,4,21,17,0,63,1,0,0,0,35,28
1,-1,16,17,1,64,0,0,0,0,26,29
1,2,16,14,0,65,0,0,0,0,26,25
1,2,16,14,1,66,0,0,0,0,26,26
1,2,16,14,0,67,0,0,0,0,28,26
1,2,16,14,1,68,0,1,0,0,28,28
1,2,16,14,0,69,0,0,0,0,30,28
1,2,16,14,1,70,0,0,0,0,30,28
1,2,16,14,0,71,0,0,0,0,28,28
1,2,16,14,1,72,0,0,0,0,28,26
1,2,16,14,0,73,0,0,0,0,27,26
1,2,16,14,1,74,0,0,0,0,27,29
1,2,16,14,0,75,0,0,0,0,26,29
1,2,16,14,1,76,0,0,0,0,26,27
1,2,16,14,0,77,0,0,0,0,27,27
1,2,16,14,1,78,0,0,0,0,27,29
1,2,16,14,0,79,0,0,0,0,26,29
1,2,16,14,1,80,0,0,0,0,26,27
1,2,16,14,0,81,0,0,0,0,29,27
1,2,16,14,1,82,0,0,0,0,29,27
1,2,16,14,0,83,0,0,0,0,28,27
1,2,16,14,1,84,0,0,0,0,29,27
1,2,16,14,0,85,0,0,0,0,30,27
1,2,16,14,1,86,0,0,0,0,30,22
1,2,16,14,0,87,0,0,0,0,31,22
1,2,16,14,1,88,0,0,0,0,31,27
1,5,16,11,0,89,0,0,0,0,30,24
1,2,13,11,1,90,0,0,0,0,27,22
1,2,13,11,0,91,0,0,0,0,28,21
1,2,13,11,1,92,0,0,0,0,28,20
1,2,13,11,0,93,0,0,0,0,32,20
1,2,13,11,1,94,0,0,0,0,32,20
1,2,13,11,0,95,1,0,0,0,32,17
1,2,13,11,1,96,0,0,0,0,32,19
1,2,13,11,0,97,0,0,0,0,30,19
1,2,13,11,1,98,0,0,0,0,30,15
1,2,13,11,0,99,1,0,0,0,34,15
1,2,13,11,1,100,0,0,0,0,33,17
1,2,13,11,0,101,0,0,0,0,29,20
1,1,12,11,1,102,0,1,0,0,27,19
1,1,12,11,0,103,0,0,0,0,25,21
1,1,12,11,1,104,0,0,0,0,25,23
1,4,12,8,0,105,1,0,0,0,23,20
0,0,38,38,1,21,0,0,1,1,36,36
0,0,38,38,0,22,0,0,1,1,36,37
0,0,38,38,1,23,0,0,1,1,37,37
0,0,38,38,0,24,0,0,1,1,37,37
0,0,38,38,1,25,0,0,1,1,37,37
0,-3,35,38,0,26,0,0,1,1,35,38
0,0,35,35,1,27,0,0,1,1,37,34
0,0,35,35,0,28,0,0,1,1,37,34
0,0,35,35,1,29,0,0,1,1,38,34
0,0,35,35,0,30,0,0,1,1,40,33
0,1,35,34,1,31,0,0,1,1,44,33
0,-2,32,34,0,32,0,0,1,1,38,36
0,1,32,31,1,33,0,0,1,1,44,32
0,1,32,31,0,34,0,0,1,1,44,36
0,10,32,22,1,35,0,0,1,0,41,29
0,1,23,22,0,36,0,0,0,0,28,31
0,1,23,22,1,37,0,0,0,0,29,31
0,1,23,22,0,38,0,0,0,0,29,32
0,1,23,22,1,39,0,0,0,0,34,32
0,1,23,22,0,40,0,0,0,0,34,33
0,6,23,17,1,41,0,1,0,0,38,26
0,1,18,17,0,42,0,0,0,0,28,30
0,2,18,16,1,43,0,0,0,0,30,29
0,2,18,16,0,44,0,0,0,0,30,30
0,2,18,16,1,45,0,0,0,0,29,30
0,2,18,16,0,46,0,0,0,0,29,30
0,3,18,15,1,47,0,0,0,0,35,29
0,2,17,15,0,48,0,0,0,0,33,28
0,2,17,15,1,49,0,0,0,0,33,28
0,-1,14,15,0,50,0,0,0,0,31,31
0,2,14,12,1,51,0,0,0,0,31,25
0,1,13,12,0,52,0,0,0,0,30,23
0,1,13,12,1,53,0,0,0,0,29,24
0,1,13,12,0,54,0,0,0,0,29,25
0,1,13,12,1,55,0,0,0,0,28,25
0,0,12,12,0,56,1,0,0,0,26,27
0,0,12,12,1,57,0,0,0,0,24,27
0,0,12,12,0,58,0,0,0,0,24,25
0,0,12,12,1,59,0,0,0,0,25,25
0,0,12,12,0,60,0,0,0,0,25,24
0,0,12,12,1,61,0,0,0,0,21,24
0,-1,11,12,0,62,0,0,0,0,19,23
0,-1,11,12,1,63,0,0,0,0,19,23
0,-1,11,12,0,64,0,0,0,0,19,23
0,0,11,11,1,65,0,0,0,0,19,22
0,0,11,11,0,66,0,0,0,0,19,24
0,0,11,11,1,67,0,0,0,0,19,24
0,0,11,11,0,68,0,0,0,0,19,24
0,0,11,11,1,69,0,0,0,0,19,24
0,0,11,11,0,70,0,0,0,0,19,24
0,0,11,11,1,71,0,0,0,0,21,24
0,0,11,11,0,72,1,0,0,0,21,24
0,0,11,11,1,73,0,0,0,0,24,24
0,0,11,11,0,74,0,0,0,0,24,24
0,5,11,6,1,75,0,0,0,0,21,16
1,0,39,39,0,21,0,0,1,1,41,33
1,0,39,39,1,22,0,0,1,1,40,38
1,0,39,39,0,23,0,0,1,1,39,38
1,0,39,39,1,24,0,0,1,1,39,39
1,3,39,36,0,25,0,0,1,1,39,35
1,0,36,36,1,26,0,0,1,1,36,36
1,0,36,36,0,27,0,0,1,1,39,35
1,-3,33,36,1,28,0,0,1,1,34,35
1,0,33,33,0,29,0,0,1,1,35,34
1,0,33,33,1,30,0,0,1,1,35,35
1,0,33,33,0,31,0,0,1,1,40,35
1,0,33,33,1,32,0,0,1,1,40,35
1,0,33,33,0,33,0,0,1,1,41,35
1,-1,32,33,1,34,0,0,1,1,42,35
1,0,32,32,0,35,0,0,1,1,41,33
1,0,32,32,1,36,0,0,1,1,41,32
1,0,32,32,0,37,0,0,1,1,42,32
1,0,32,32,1,38,0,0,1,1,42,33
1,0,32,32,0,39,0,0,1,1,44,33
1,-5,27,32,1,40,0,0,1,1,42,36
1,4,27,23,0,41,0,0,1,0,42,32
1,-1,22,23,1,42,0,1,1,0,39,35
1,4,22,18,0,43,0,0,1,0,38,26
1,4,22,18,1,44,0,0,1,0,37,28
1,4,22,18,0,45,0,0,1,0,31,29
1,3,21,18,1,46,0,0,1,0,31,31
1,4,21,17,0,47,0,0,1,0,30,34
1,4,21,17,1,48,0,0,1,0,30,34
1,4,21,17,0,49,0,0,1,0,31,32
1,4,21,17,1,50,0,0,1,0,31,34
1,4,21,17,0,51,0,0,1,0,32,33
1,4,21,17,1,52,0,0,1,0,32,34
1,4,21,17,0,53,0,0,1,0,31,34
1,4,21,17,1,54,0,0,1,0,31,35
1,4,21,17,0,55,0,0,1,0,31,35
1,4,21,17,1,56,0,0,1,0,31,34
1,4,21,17,0,57,0,0,1,0,30,34
1,4,21,17,1,58,0,0,1,0,29,34
1,4,21,17,0,59,0,0,1,0,31,34
1,4,21,17,1,60,0,0,1,0,29,35
1,4,21,17,0,61,0,0,1,0,29,36
1,4,21,17,1,62,0,0,1,0,29,35
1,5,21,16,0,63,0,0,1,0,29,35
1,4,20,16,1,64,0,0,1,0,31,37
1,4,20,16,0,65,0,0,1,0,34,37
1,4,20,16,1,66,0,0,1,0,31,35
1,4,20,16,0,67,0,0,1,0,34,36
1,3,19,16,1,68,0,0,1,0,33,36
1,6,19,13,0,69,0,0,1,0,35,30
1,6,19,13,1,70,0,0,1,0,35,31
1,6,19,13,0,71,0,0,1,0,35,31
0,0,31,31,1,21,0,0,1,1,34,38
0,0,31,31,0,22,0,0,1,1,34,40
0,0,31,31,1,23,0,0,1,1,32,40
0,0,31,31,0,24,0,0,1,1,32,42
0,0,31,31,1,25,0,0,1,1,34,42
0,0,31,31,0,26,0,0,1,1,34,37
0,0,31,31,1,27,0,0,1,1,36,37
0,0,31,31,0,28,0,0,1,1,36,37
0,0,31,31,1,29,0,0,1,1,37,37
0,0,31,31,0,30,0,0,1,1,39,41
0,0,31,31,1,31,0,0,1,1,36,41
0,0,31,31,0,32,0,0,1,1,36,42
0,0,31,31,1,33,0,0,1,1,30,42
0,0,31,31,0,34,0,0,1,1,30,42
0,0,31,31,1,35,0,0,1,1,32,42
0,0,31,31,0,36,0,0,1,1,32,39
0,0,31,31,1,37,0,0,1,1,36,39
0,0,31,31,0,38,0,0,1,1,35,39
0,0,31,31,1,39,0,0,1,1,34,36
0,0,31,31,0,40,0,0,1,1,34,37
0,0,31,31,1,41,0,0,1,1,34,36
0,0,31,31,0,42,0,0,1,1,34,33
0,0,31,31,1,43,0,0,1,1,35,34
0,0,31,31,0,44,0,0,1,1,35,36
0,0,31,31,1,45,0,0,1,1,36,36
0,0,31,31,0,46,0,0,1,1,36,36
0,0,31,31,1,47,0,0,1,1,33,36
0,0,31,31,0,48,0,0,1,1,33,36
0,0,31,31,1,49,0,0,1,1,36,36
0,0,31,31,0,50,0,0,1,1,36,35
0,0,31,31,1,51,0,0,1,1,36,35
0,0,31,31,0,52,0,0,1,1,36,36
0,0,31,31,1,53,0,0,1,1,37,37
0,-5,26,31,0,54,0,0,1,1,34,39
0,0,26,26,1,55,0,0,1,1,34,33
0,0,26,26,0,56,0,0,1,1,34,35
0,0,26,26,1,57,0,0,1,1,32,35
0,0,26,26,0,58,0,0,1,1,32,35
0,0,26,26,1,59,0,1,1,1,34,35
0,0,26,26,0,60,0,0,1,1,34,35
0,0,26,26,1,61,0,0,1,1,37,35
0,-3,23,26,0,62,0,0,1,1,37,36
0,0,23,23,1,63,0,0,1,1,36,33
0,0,23,23,0,64,0,0,1,1,37,35
0,0,23,23,1,65,0,0,1,1,35,35
0,-1,22,23,0,66,0,0,1,1,35,35
0,0,22,22,1,67,0,0,1,1,35,34
0,-1,21,22,0,68,0,0,1,1,35,34
0,-1,21,22,1,69,0,1,1,1,33,34
0,-1,21,22,0,70,0,0,1,1,33,34
0,-1,21,22,1,71,0,0,1,1,30,34
0,-1,21,22,0,72,0,0,1,1,30,34
0,-1,21,22,1,73,0,1,1,1,35,34
0,-1,21,22,0,74,0,0,1,1,35,35
0,0,21,21,1,75,0,1,1,1,38,35
0,0,21,21,0,76,0,0,1,1,39,34
0,0,21,21,1,77,0,1,1,1,34,34
0,0,21,21,0,78,0,0,1,1,36,35
0,0,21,21,1,79,0,1,1,1,38,35
0,0,21,21,0,80,0,0,1,1,36,33
0,5,21,16,1,81,0,0,1,1,37,31
0,4,20,16,0,82,0,0,1,1,36,32
0,1,35,34,1,21,0,0,1,1,44,31
0,1,35,34,0,22,0,0,1,1,44,32
0,1,35,34,1,23,0,0,1,1,45,32
0,1,35,34,0,24,0,0,1,1,45,32
0,1,35,34,1,25,0,0,1,1,43,33
0,0,34,34,0,26,0,0,1,1,43,35
0,1,34,33,1,27,0,1,1,1,43,35
0,-2,31,33,0,28,0,0,1,1,40,35
0,1,31,30,1,29,0,0,1,1,35,30
0,1,31,30,0,30,0,0,1,1,35,34
0,1,31,30,1,31,0,0,1,1,41,34
0,1,31,30,0,32,0,0,1,1,42,30
0,1,31,30,1,33,0,0,1,1,42,30
0,1,31,30,0,34,0,0,1,1,42,31
0,1,31,30,1,35,0,0,1,1,42,31
0,1,31,30,0,36,0,0,1,1,41,30
0,1,31,30,1,37,0,0,1,1,39,30
0,1,31,30,0,38,0,0,1,1,39,30
0,1,31,30,1,39,0,0,1,1,39,30
0,1,31,30,0,40,0,0,1,1,37,31
0,1,31,30,1,41,0,0,1,1,39,31
0,1,31,30,0,42,0,0,1,1,41,30
0,1,31,30,1,43,0,0,1,1,40,30
0,1,31,30,0,44,0,0,1,1,40,28
0,1,31,30,1,45,0,0,1,1,40,28
0,1,31,30,0,46,0,0,1,1,40,33
0,1,31,30,1,47,0,0,1,1,42,34
0,1,31,30,0,48,0,0,1,1,42,34
0,1,31,30,1,49,0,0,1,1,42,34
0,1,31,30,0,50,0,0,1,1,42,33
0,1,31,30,1,51,0,0,1,1,44,32
0,1,31,30,0,52,0,0,1,1,44,32
0,4,31,27,1,53,0,0,1,1,44,32
0,1,28,27,0,54,0,0,1,1,41,32
0,1,28,27,1,55,0,0,1,1,41,32
0,1,28,27,0,56,0,0,1,1,41,33
0,1,28,27,1,57,0,0,1,1,37,33
0,1,28,27,0,58,0,0,1,1,38,30
0,1,28,27,1,59,0,0,1,1,40,30
0,1,28,27,0,60,0,0,1,1,40,31
0,1,28,27,1,61,0,0,1,1,43,31
0,1,28,27,0,62,0,0,1,1,44,32
0,1,28,27,1,63,0,0,1,1,40,32
0,1,28,27,0,64,0,0,1,1,41,31
0,1,28,27,1,65,0,0,1,1,41,31
0,1,28,27,0,66,0,0,1,1,41,31
0,1,28,27,1,67,0,0,1,1,41,31
0,1,28,27,0,68,0,0,1,1,42,30
0,1,28,27,1,69,0,0,1,1,41,30
0,1,28,27,0,70,0,0,1,1,42,28
0,1,28,27,1,71,0,0,1,1,40,28
0,1,28,27,0,72,0,0,1,1,40,30
0,1,28,27,1,73,0,0,1,1,42,30
0,1,28,27,0,74,0,0,1,1,42,30
0,1,28,27,1,75,0,0,1,1,40,30
0,1,28,27,0,76,0,0,1,1,40,30
0,1,28,27,1,77,0,0,1,1,39,29
0,1,28,27,0,78,0,0,1,1,40,33
0,1,28,27,1,79,0,0,1,1,43,31
0,1,28,27,0,80,0,0,1,1,41,31
0,10,28,18,1,81,0,0,1,0,41,26
0,1,19,18,0,82,0,0,0,0,33,28
0,1,19,18,1,83,0,0,0,0,35,28
0,1,19,18,0,84,0,0,0,0,37,29
0,1,19,18,1,85,0,0,0,0,36,29
0,1,19,18,0,86,0,0,0,0,38,28
0,1,19,18,1,87,0,0,0,0,37,28
0,0,18,18,0,88,0,0,0,0,35,29
0,1,18,17,1,89,0,0,0,0,37,27
