result,materialDifference,colour,plyNumber,whiteInCheck,blackInCheck,whiteQueenExists,blackQueenExists,numOfSquaresWhiteAttacks,numOfSquaresBlackAttacks
0,2,1,21,0,0,1,1,39,34
0,2,0,22,0,0,1,1,39,35
0,2,1,23,0,0,1,1,41,32
0,2,0,24,0,0,1,1,41,33
0,2,1,25,0,0,1,1,39,36
0,2,0,26,0,0,1,1,39,36
0,2,1,27,0,0,1,1,39,36
0,2,0,28,0,0,1,1,39,42
0,5,1,29,0,0,1,1,38,41
0,0,0,30,1,0,1,1,38,40
0,9,1,31,0,0,1,0,37,33
0,6,0,32,0,0,1,0,34,32
0,7,1,33,0,1,1,0,35,32
0,7,0,34,0,0,1,0,35,31
0,7,1,35,0,0,1,0,38,31
0,7,0,36,0,0,1,0,38,30
0,7,1,37,0,0,1,0,39,30
0,7,0,38,0,0,1,0,39,31
0,8,1,39,0,0,1,0,41,29
0,8,0,40,0,0,1,0,41,28
0,9,1,41,0,1,1,0,43,27
0,9,0,42,0,0,1,0,42,26
0,14,1,43,0,1,1,0,43,20
0,14,0,44,0,0,1,0,44,20
0,14,1,45,0,1,1,0,45,20
0,14,0,46,0,0,1,0,45,19
0,14,1,47,0,1,1,0,42,19
0,14,0,48,0,0,1,0,42,18
0,14,1,49,0,1,1,0,42,18
0,14,0,50,0,0,1,0,42,20
0,14,1,51,0,1,1,0,46,20
0,14,0,52,0,0,1,0,44,19
0,14,1,53,0,1,1,0,45,19
0,14,0,54,0,0,1,0,45,19
0,17,1,55,0,0,1,0,49,17
0,14,0,56,0,0,1,0,46,17
0,14,1,57,0,1,1,0,44,21
0,5,0,58,0,0,0,0,32,21
0,5,1,59,0,0,0,0,32,21
0,5,0,60,0,0,0,0,32,24
0,5,1,61,0,0,0,0,30,24
0,4,0,62,1,0,0,0,29,25
0,7,1,63,0,0,0,0,31,21
0,7,0,64,1,0,0,0,31,25
1,0,0,21,0,0,1,1,32,29
1,0,1,22,0,0,1,1,32,30
1,0,0,23,0,0,1,1,36,30
1,0,1,24,0,0,1,1,36,31
1,0,0,25,0,0,1,1,35,30
1,-9,1,26,0,0,0,1,30,33
1,0,0,27,0,0,0,0,28,26
1,0,1,28,0,0,0,0,28,26
1,0,0,29,0,0,0,0,29,26
1,0,1,30,0,0,0,0,29,26
1,0,0,31,0,0,0,0,28,26
1,0,1,32,0,0,0,0,28,27
1,1,0,33,0,0,0,0,30,26
1,0,1,34,0,0,0,0,28,26
1,1,0,35,0,0,0,0,28,24
1,0,1,36,0,0,0,0,26,25
1,0,0,37,0,0,0,0,23,27
1,-5,1,38,0,1,0,0,19,31
1,0,0,39,0,0,0,0,25,23
1,0,1,40,0,0,0,0,25,26
1,5,0,41,1,0,0,0,25,17
1,0,1,42,0,0,0,0,15,19
1,0,0,43,0,0,0,0,21,19
1,0,1,44,0,0,0,0,21,20
1,0,0,45,0,0,0,0,22,20
1,0,1,46,0,0,0,0,22,19
1,0,0,47,0,0,0,0,20,19
1,0,1,48,0,0,0,0,20,19
1,0,0,49,0,0,0,0,16,19
1,0,1,50,0,0,0,0,16,19
1,0,0,51,0,0,0,0,20,19
1,0,1,52,0,0,0,0,20,19
1,0,0,53,0,0,0,0,21,19
1,0,1,54,0,0,0,0,21,18
1,0,0,55,0,0,0,0,20,18
1,0,1,56,0,0,0,0,20,20
1,1,0,57,1,0,0,0,22,18
1,0,1,58,0,0,0,0,20,19
1,1,0,59,1,0,0,0,20,17
1,0,1,60,0,0,0,0,18,17
1,0,0,61,0,0,0,0,17,17
1,0,1,62,0,0,0,0,17,17
1,1,0,63,0,0,0,0,16,16
1,-2,1,64,0,0,0,0,11,21
1,1,0,65,0,0,0,0,12,11
1,0,1,66,0,0,0,0,11,12
1,0,0,67,0,0,0,0,11,12
1,0,1,68,0,0,0,0,11,12
1,1,0,69,0,0,0,0,10,10
1,0,1,70,0,0,0,0,9,7
1,1,0,71,0,0,0,0,7,6
1,1,1,72,0,0,0,0,7,9
1,1,0,73,0,0,0,0,8,9
1,1,1,74,0,0,0,0,8,8
1,1,0,75,0,0,0,0,7,8
1,1,1,76,0,0,0,0,7,9
1,1,0,77,0,0,0,0,8,9
1,1,1,78,0,0,0,0,8,8
1,9,0,79,0,0,1,0,22,8
1,1,1,80,0,0,1,1,22,19
1,1,0,81,1,0,1,1,24,19
1,1,1,82,0,0,1,1,25,17
1,10,0,83,1,0,1,0,20,5
1,1,1,84,0,0,0,0,6,3
1,1,0,85,0,0,0,0,5,3
1,1,1,86,0,0,0,0,5,8
1,1,0,87,0,0,0,0,5,8
1,1,1,88,0,0,0,0,5,8
1,1,0,89,0,0,0,0,9,8
1,1,1,90,0,0,0,0,9,8
1,1,0,91,0,0,0,0,8,8
1,1,1,92,0,0,0,0,8,8
1,1,0,93,0,0,0,0,9,8
1,1,1,94,0,0,0,0,9,8
1,9,0,95,0,0,1,0,24,8
1,9,1,96,0,0,1,0,24,8
1,9,0,97,0,0,1,0,21,8
1,9,1,98,0,0,1,0,21,8
1,9,0,99,0,0,1,0,24,8
1,9,1,100,0,0,1,0,24,8
1,9,0,101,0,0,1,0,24,8
1,9,1,102,0,0,1,0,24,8
1,9,0,103,0,0,1,0,27,8
1,9,1,104,0,0,1,0,27,8
1,9,0,105,0,0,1,0,30,8
1,9,1,106,0,0,1,0,30,8
1,9,0,107,0,0,1,0,30,8
1,9,1,108,0,0,1,0,30,8
1,9,0,109,0,0,1,0,29,8
1,9,1,110,0,0,1,0,29,8
1,9,0,111,0,0,1,0,31,8
1,9,1,112,0,0,1,0,31,5
1,9,0,113,0,0,1,0,28,5
1,9,1,114,0,0,1,0,28,3
1,9,0,115,0,0,1,0,30,3
1,9,1,116,0,0,1,0,30,5
1,9,0,117,0,0,1,0,27,5
1,9,1,118,0,0,1,0,27,3
1,9,0,119,0,0,1,0,24,3
1,9,1,120,0,0,1,0,24,5
1,9,0,121,0,0,1,0,25,5
1,9,1,122,0,0,1,0,25,3
1,9,0,123,0,0,1,0,26,3
1,9,1,124,0,0,1,0,26,5
1,9,0,125,1,0,1,0,22,5
1,0,1,21,0,0,1,1,39,31
1,-3,0,22,0,0,1,1,34,38
1,6,1,23,0,0,1,0,41,25
1,0,0,21,0,0,1,1,32,31
1,0,1,22,0,0,1,1,32,32
1,0,0,23,0,0,1,1,33,32
1,0,1,24,0,0,1,1,34,32
1,0,0,25,0,0,1,1,35,32
1,0,1,26,0,0,1,1,34,30
1,0,0,27,0,0,1,1,34,30
1,0,1,28,0,0,1,1,34,30
1,1,0,29,0,0,1,1,36,30
1,0,1,30,0,0,1,1,34,32
1,0,0,31,0,0,1,1,36,32
1,0,1,32,0,0,1,1,35,35
1,1,0,33,0,0,1,1,37,34
1,-2,1,34,0,0,1,1,36,35
1,1,0,35,0,0,1,1,37,32
1,1,1,36,0,0,1,1,37,33
1,4,0,37,0,0,1,1,39,30
1,4,1,38,0,0,1,1,39,31
1,4,0,39,0,0,1,1,39,31
1,4,1,40,0,0,1,1,39,31
1,4,0,41,0,0,1,1,38,31
1,4,1,42,0,0,1,1,38,34
1,4,0,43,0,0,1,1,33,33
1,4,1,44,0,0,1,1,34,31
1,4,0,45,0,0,1,1,33,31
1,4,1,46,0,0,1,1,34,32
1,4,0,47,0,0,1,1,34,32
1,4,1,48,0,0,1,1,34,34
1,4,0,49,0,0,1,1,34,34
1,4,1,50,0,0,1,1,34,34
1,4,0,51,0,0,1,1,34,34
1,4,1,52,0,0,1,1,34,34
1,4,0,53,0,0,1,1,37,34
1,4,1,54,0,0,1,1,37,32
1,5,0,55,0,0,1,1,37,30
1,4,1,56,0,0,1,1,36,31
1,4,0,57,0,0,1,1,36,31
1,4,1,58,0,0,1,1,36,34
1,4,0,59,0,0,1,1,38,34
1,3,1,60,0,0,1,1,40,32
1,3,0,61,1,0,1,1,37,32
1,3,1,62,0,0,1,1,40,31
1,3,0,63,1,0,1,1,39,31
1,3,1,64,0,0,1,1,41,32
1,3,0,65,1,0,1,1,40,33
1,3,1,66,0,0,1,1,41,37
1,3,0,67,1,0,1,1,40,36
1,3,1,68,0,0,1,1,40,33
1,3,0,69,1,0,1,1,40,36
1,3,1,70,0,0,1,1,41,41
1,3,0,71,1,0,1,1,41,41
1,2,1,72,0,0,1,1,41,38
1,2,0,73,1,0,1,1,39,38
1,2,1,74,0,0,1,1,40,39
1,2,0,75,1,0,1,1,40,39
1,-3,1,76,0,0,1,1,37,38
1,-3,0,77,1,0,1,1,38,38
1,-6,1,78,0,0,1,1,36,38
1,-6,0,79,1,0,1,1,33,38
1,-6,1,80,0,0,1,1,33,38
1,-6,0,81,1,0,1,1,35,38
0,-1,1,21,0,0,1,1,35,36
0,-1,0,22,0,0,1,1,35,34
0,-1,1,23,0,0,1,1,38,34
0,-1,0,24,1,0,1,1,38,35
0,-1,1,25,0,0,1,1,38,35
0,-1,0,26,0,0,1,1,38,37
0,0,1,27,0,0,1,1,40,39
0,-5,0,28,1,0,1,1,35,41
0,0,1,29,0,0,1,1,35,35
0,-1,0,30,0,0,1,1,33,38
0,-1,1,31,0,0,1,1,35,38
0,-1,0,32,0,0,1,1,34,37
0,-1,1,33,0,0,1,1,33,37
0,-4,0,34,0,0,1,1,28,39
0,-1,1,35,0,0,1,1,39,34
0,-1,0,36,0,0,1,1,39,28
0,-1,1,37,0,0,1,1,40,28
0,-1,0,38,0,0,1,1,40,32
0,-1,1,39,0,0,1,1,36,32
1,2,0,21,0,0,1,1,40,32
1,-1,1,22,0,0,1,1,35,32
1,-1,0,23,0,0,1,1,36,32
1,-1,1,24,0,0,1,1,36,35
1,-1,0,25,0,0,1,1,35,35
1,-1,1,26,0,0,1,1,35,37
1,-1,0,27,0,0,1,1,36,37
1,-6,1,28,0,0,1,1,35,36
1,-3,0,29,0,0,1,1,38,32
1,-3,1,30,0,0,1,1,37,35
1,6,0,31,0,0,1,0,40,27
1,-3,1,32,0,0,0,0,31,27
1,-3,0,33,0,0,0,0,31,24
1,-3,1,34,0,0,0,0,31,26
1,-2,0,35,0,0,0,0,31,29
1,-3,1,36,0,0,0,0,30,29
1,-3,0,37,0,0,0,0,33,29
1,-3,1,38,0,0,0,0,33,34
1,2,0,39,0,0,0,0,33,26
1,-3,1,40,0,0,0,0,24,34
1,-3,0,41,0,0,0,0,25,34
1,-3,1,42,0,0,0,0,25,36
1,-3,0,43,0,0,0,0,29,36
1,-3,1,44,0,0,0,0,29,36
1,-3,0,45,0,0,0,0,30,36
1,-3,1,46,0,0,0,0,27,36
1,0,0,47,0,0,0,0,27,32
1,-3,1,48,0,0,0,0,21,32
1,-2,0,49,0,0,0,0,21,31
1,-2,1,50,0,0,0,0,21,27
1,-2,0,51,0,0,0,0,23,27
1,-2,1,52,0,0,0,0,23,23
1,-2,0,53,0,0,0,0,24,26
1,-5,1,54,0,0,0,0,18,28
1,-2,0,55,0,0,0,0,20,20
1,-2,1,56,0,0,0,0,20,20
1,-1,0,57,0,0,0,0,21,18
1,-1,1,58,0,0,0,0,21,19
1,0,0,59,1,0,0,0,19,18
1,-1,1,60,0,0,0,0,17,19
1,-1,0,61,0,0,0,0,17,19
1,-1,1,62,0,0,0,0,17,22
1,-1,0,63,0,0,0,0,18,22
1,-1,1,64,0,0,0,0,18,22
1,-1,0,65,0,0,0,0,20,22
1,-1,1,66,0,0,0,0,20,22
1,-1,0,67,0,0,0,0,19,20
1,-1,1,68,0,0,0,0,19,21
1,-1,0,69,0,0,0,0,18,21
1,-1,1,70,0,0,0,0,18,18
1,-1,0,71,0,0,0,0,18,18
1,-1,1,72,0,1,0,0,18,18
1,-1,0,73,0,0,0,0,18,18
1,-1,1,74,0,0,0,0,18,19
1,-1,0,75,0,0,0,0,18,19
1,-1,1,76,0,0,0,0,18,16
1,-1,0,77,0,0,0,0,18,16
1,-1,1,78,0,0,0,0,18,15
1,-1,0,79,0,0,0,0,18,15
1,-1,1,80,0,0,0,0,18,15
1,-1,0,81,0,0,0,0,18,15
1,-1,1,82,0,0,0,0,18,15
1,-1,0,83,1,0,0,0,21,20
1,-2,1,84,0,0,0,0,19,18
1,-1,0,85,0,0,0,0,18,17
0,1,1,21,0,0,0,0,26,29
0,1,0,22,0,0,0,0,26,31
0,1,1,23,0,0,0,0,27,31
0,-2,0,24,0,0,0,0,24,32
0,1,1,25,0,0,0,0,24,27
0,1,0,26,0,0,0,0,24,27
0,1,1,27,0,0,0,0,25,27
0,1,0,28,0,0,0,0,25,27
0,6,1,29,0,0,0,0,26,21
0,1,0,30,0,0,0,0,21,22
0,1,1,31,0,0,0,0,24,22
0,1,0,32,0,0,0,0,24,23
0,1,1,33,0,0,0,0,26,23
0,1,0,34,0,0,0,0,26,23
0,1,1,35,0,1,0,0,27,23
0,1,0,36,0,0,0,0,29,20
0,1,1,37,0,0,0,0,26,20
0,1,0,38,0,0,0,0,26,21
0,1,1,39,0,0,0,0,23,21
0,0,0,40,0,0,0,0,23,20
0,0,1,41,0,0,0,0,23,20
0,0,0,42,0,0,0,0,23,20
0,0,1,43,0,0,0,0,26,20
0,-1,0,44,0,0,0,0,26,18
0,-1,1,45,0,0,0,0,21,18
0,-1,0,46,0,0,0,0,21,21
0,0,1,47,0,0,0,0,22,20
0,-1,0,48,0,0,0,0,21,21
0,0,1,49,0,0,0,0,22,20
0,-1,0,50,0,0,0,0,20,20
0,0,1,51,0,0,0,0,23,19
0,0,0,52,0,0,0,0,23,19
0,0,1,53,0,0,0,0,22,19
0,-1,0,54,0,0,0,0,20,18
0,0,1,55,0,1,0,0,19,17
0,0,0,56,0,0,0,0,19,20
0,0,1,57,0,0,0,0,16,20
0,-1,0,58,0,0,0,0,15,23
0,-1,1,59,0,0,0,0,12,23
0,-2,0,60,1,0,0,0,13,24
0,-1,1,61,0,0,0,0,15,22
0,-1,0,62,1,0,0,0,15,19
1,0,1,21,0,0,1,1,35,31
1,-1,0,22,0,0,1,1,34,32
1,0,1,23,0,0,1,1,36,30
1,0,0,24,0,0,1,1,36,30
1,0,1,25,0,0,1,1,36,30
1,0,0,26,0,0,1,1,35,35
1,3,1,27,0,0,1,1,37,30
1,0,0,28,0,0,1,1,34,31
1,0,1,29,0,0,1,1,34,31
1,0,0,30,0,0,1,1,34,31
1,0,1,31,0,0,1,1,37,31
1,-1,0,32,0,0,1,1,37,31
1,0,1,33,0,0,1,1,42,29
1,0,0,34,0,0,1,1,42,31
1,0,1,35,0,0,1,1,39,34
1,0,0,36,0,0,1,1,40,36
1,0,1,37,0,0,1,1,40,36
1,0,0,38,0,0,1,1,40,36
1,0,1,39,0,0,1,1,40,36
1,0,0,40,0,0,1,1,40,35
1,0,1,41,0,0,1,1,40,34
1,0,0,42,0,0,1,1,41,34
1,0,1,43,0,0,1,1,39,34
1,0,0,44,0,0,1,1,40,34
1,0,1,45,0,0,1,1,42,34
1,0,0,46,0,0,1,1,42,35
1,0,1,47,0,0,1,1,43,35
1,0,0,48,0,0,1,1,43,36
1,0,1,49,0,0,1,1,41,36
1,0,0,50,0,0,1,1,41,34
1,0,1,51,0,1,1,1,39,34
1,0,0,52,0,0,1,1,40,33
1,0,1,53,0,0,1,1,40,33
1,0,0,54,0,0,1,1,40,35
1,0,1,55,0,0,1,1,38,35
1,-5,0,56,0,0,1,1,36,33
1,-2,1,57,0,0,1,1,34,32
1,-5,0,58,0,0,1,1,30,31
1,-2,1,59,0,0,1,1,37,25
1,-2,0,60,0,0,1,1,37,29
1,3,1,61,0,0,1,1,32,28
1,-2,0,62,0,0,1,1,28,27
1,7,1,63,0,0,1,0,29,20
0,4,0,21,0,0,1,1,40,27
0,4,1,22,0,0,1,1,40,28
0,4,0,23,0,0,1,1,39,28
0,3,1,24,0,0,1,1,38,29
0,4,0,25,0,0,1,1,39,27
0,4,1,26,0,0,1,1,39,32
0,4,0,27,0,0,1,1,38,32
0,4,1,28,0,0,1,1,38,27
0,4,0,29,0,0,1,1,39,27
0,4,1,30,0,0,1,1,39,32
0,4,0,31,0,0,1,1,39,32
0,3,1,32,0,0,1,1,38,35
0,3,0,33,0,0,1,1,42,35
0,3,1,34,0,0,1,1,41,36
0,3,0,35,0,0,1,1,39,36
0,0,1,36,0,0,1,1,39,39
0,3,0,37,0,0,1,1,40,38
0,3,1,38,0,0,1,1,39,29
0,12,0,39,0,0,1,0,42,22
0,3,1,40,0,0,0,0,35,21
0,4,0,41,0,0,0,0,37,20
0,4,1,42,0,0,0,0,37,21
0,4,0,43,0,0,0,0,38,21
0,4,1,44,0,0,0,0,38,21
0,9,0,45,0,0,0,0,41,20
0,4,1,46,0,0,0,0,35,25
0,9,0,47,0,0,0,0,36,15
0,4,1,48,0,0,0,0,28,11
0,4,0,49,0,0,0,0,24,11
0,4,1,50,0,0,0,0,24,15
0,5,0,51,0,0,0,0,22,13
0,4,1,52,0,0,0,0,24,13
0,5,0,53,0,0,0,0,23,11
0,5,1,54,0,0,0,0,23,12
0,5,0,55,0,0,0,0,20,12
0,5,1,56,0,0,0,0,20,12
0,5,0,57,0,0,0,0,21,12
0,5,1,58,0,0,0,0,21,13
0,5,0,59,0,0,0,0,19,13
0,5,1,60,0,0,0,0,19,12
0,5,0,61,0,0,0,0,18,12
0,5,1,62,0,0,0,0,18,13
0,5,0,63,0,0,0,0,18,13
0,5,1,64,0,0,0,0,18,13
0,6,0,65,0,0,0,0,20,12
0,6,1,66,0,0,0,0,20,12
0,6,0,67,0,0,0,0,20,12
0,6,1,68,0,0,0,0,20,12
0,7,0,69,0,0,0,0,23,10
0,7,1,70,0,0,0,0,23,10
0,7,0,71,0,0,0,0,22,10
0,7,1,72,0,0,0,0,22,6
0,7,0,73,0,0,0,0,21,6
0,7,1,74,0,0,0,0,21,6
0,7,0,75,0,0,0,0,22,6
0,6,1,76,0,0,0,0,21,6
0,6,0,77,0,0,0,0,20,6
0,6,1,78,0,0,0,0,20,9
0,6,0,79,0,0,0,0,21,9
0,6,1,80,0,0,0,0,21,8
0,14,0,81,0,0,1,0,30,8
0,11,1,82,0,0,1,0,25,9
0,11,0,83,0,0,1,0,27,9
0,11,1,84,0,0,1,0,27,8
0,11,0,85,0,0,1,0,25,8
0,11,1,86,0,0,1,0,25,10
0,15,0,87,0,0,1,0,32,10
0,15,1,88,0,0,1,0,32,6
0,15,0,89,0,0,1,0,29,6
0,15,1,90,0,0,1,0,29,10
0,15,0,91,0,0,1,0,29,10
0,15,1,92,0,0,1,0,29,8
0,15,0,93,0,0,1,0,30,8
0,15,1,94,0,0,1,0,30,10
0,15,0,95,0,0,1,0,30,10
0,15,1,96,0,0,1,0,30,8
0,15,0,97,0,0,1,0,35,8
0,15,1,98,0,0,1,0,35,10
0,15,0,99,1,0,1,0,35,10
0,15,1,100,0,0,1,0,36,8
0,15,0,101,1,0,1,0,36,8
0,15,1,102,0,0,1,0,37,9
0,15,0,103,1,0,1,0,35,9
0,15,1,104,0,0,1,0,36,9
0,15,0,105,0,0,1,0,34,9
0,15,1,106,0,0,1,0,34,10
0,15,0,107,1,0,1,0,34,10
0,14,1,108,0,0,1,0,35,10
0,14,0,109,1,0,1,0,35,10
0,14,1,110,0,0,1,0,35,10
1,7,0,21,0,0,1,0,37,31
1,7,1,22,0,0,1,0,37,32
1,7,0,23,0,0,1,0,37,32
1,7,1,24,0,0,1,0,37,32
1,7,0,25,0,0,1,0,40,32
1,4,1,26,0,0,1,0,37,34
1,7,0,27,0,0,1,0,37,30
1,7,1,28,0,0,1,0,37,29
1,8,0,29,0,0,1,0,37,28
1,7,1,30,0,0,1,0,35,30
1,7,0,31,0,0,1,0,38,30
1,7,1,32,0,0,1,0,38,31
1,7,0,33,0,0,1,0,38,31
1,7,1,34,0,0,1,0,38,32
1,7,0,35,0,0,1,0,36,32
1,7,1,36,0,0,1,0,36,31
1,7,0,37,0,0,1,0,35,31
1,7,1,38,0,0,1,0,35,32
1,8,0,39,0,0,1,0,37,31
1,7,1,40,0,0,1,0,37,33
1,7,0,41,0,0,1,0,37,34
1,7,1,42,0,0,1,0,36,33
1,7,0,43,0,0,1,0,39,34
1,7,1,44,0,0,1,0,37,33
1,8,0,45,1,0,1,0,45,33
1,8,1,46,0,0,1,0,44,33
1,8,0,47,0,0,1,0,41,35
1,8,1,48,0,0,1,0,40,31
1,8,0,49,0,0,1,0,38,32
1,8,1,50,0,0,1,0,39,35
1,8,0,51,0,0,1,0,37,35
1,8,1,52,0,0,1,0,38,35
1,13,0,53,0,0,1,0,41,31
1,8,1,54,0,0,1,0,38,30
1,11,0,55,0,0,1,0,39,25
1,11,1,56,0,0,1,0,41,25
1,12,0,57,0,0,1,0,41,24
1,3,1,58,0,0,0,0,29,23
1,4,0,59,0,0,0,0,32,22
1,3,1,60,0,0,0,0,31,20
1,3,0,61,1,0,0,0,33,20
1,3,1,62,0,0,0,0,33,19
1,8,0,63,0,0,0,0,30,12
1,8,1,64,0,0,0,0,28,17
1,11,0,65,0,0,0,0,30,7
1,11,1,66,0,0,0,0,30,7
1,11,0,67,0,0,0,0,29,7
1,11,1,68,0,0,0,0,29,8
1,11,0,69,0,0,0,0,29,8
1,11,1,70,0,0,0,0,29,9
1,11,0,71,0,0,0,0,29,9
1,11,1,72,0,0,0,0,29,11
1,11,0,73,0,0,0,0,27,11
1,11,1,74,0,0,0,0,27,10
1,11,0,75,0,0,0,0,28,10
1,11,1,76,0,0,0,0,28,11
1,19,0,77,0,0,1,0,35,11
1,19,1,78,0,0,1,0,35,11
1,19,0,79,1,0,1,0,37,11
1,19,1,80,0,0,1,0,38,9
1,19,0,81,0,0,1,0,38,9
1,18,1,82,0,0,1,0,37,10
1,19,0,83,1,0,1,0,34,10
1,19,1,84,0,0,1,0,36,10
1,19,0,85,1,0,1,0,34,10
1,19,1,86,0,0,1,0,36,10
1,19,0,87,1,0,1,0,38,10
1,19,1,88,0,0,1,0,39,10
1,19,0,89,0,0,1,0,37,10
1,18,1,90,0,0,1,0,37,10
1,18,0,91,1,0,1,0,36,10
1,18,1,92,0,0,1,0,40,10
1,18,0,93,1,0,1,0,36,10
0,0,1,21,0,0,1,1,36,31
0,0,0,22,0,0,1,1,36,34
0,0,1,23,0,0,1,1,34,34
0,-3,0,24,0,0,1,1,32,34
0,0,1,25,0,0,1,1,32,32
0,0,0,26,0,0,1,1,32,33
0,0,1,27,0,0,1,1,33,33
0,0,0,28,0,0,1,1,33,31
0,0,1,29,0,0,1,1,34,31
0,0,0,30,0,0,1,1,34,33
0,0,1,31,0,0,1,1,33,32
0,0,0,32,0,0,1,1,33,34
0,0,1,33,0,0,1,1,32,34
0,-1,0,34,0,0,1,1,32,32
0,-1,1,35,0,0,1,1,31,32
0,-1,0,36,0,0,1,1,33,35
0,0,1,37,0,0,1,1,35,34
0,0,0,38,0,0,1,1,35,35
0,0,1,39,0,0,1,1,40,35
0,0,0,40,0,0,1,1,40,36
0,0,1,41,0,0,1,1,41,36
0,0,0,42,0,0,1,1,41,36
0,0,1,43,0,0,1,1,43,33
0,0,0,44,0,0,1,1,43,31
0,0,1,45,0,0,1,1,42,31
0,-5,0,46,0,0,1,1,39,33
0,-2,1,47,0,0,1,1,38,35
0,-7,0,48,1,0,1,1,36,41
0,-7,1,49,0,0,1,1,31,39
0,-10,0,50,1,0,1,1,31,38
0,-5,1,21,0,0,1,1,32,36
0,-5,0,22,0,0,1,1,30,36
0,-4,1,23,0,0,1,1,33,35
0,-5,0,24,0,0,1,1,33,36
0,-5,1,25,0,0,1,1,32,35
0,-8,0,26,0,0,1,1,28,36
0,-5,1,27,0,0,1,1,31,32
0,-5,0,28,0,0,1,1,30,30
0,-5,1,29,0,0,1,1,30,30
0,-5,0,30,0,0,1,1,30,31
0,-2,1,31,0,0,1,1,31,30
0,-2,0,32,0,0,1,1,31,32
0,-1,1,33,0,0,1,1,35,31
0,-1,0,34,0,0,1,1,35,31
0,-1,1,35,0,0,1,1,34,33
0,-2,0,36,0,0,1,1,34,37
0,-2,1,37,0,0,1,1,33,37
0,-3,0,38,0,0,1,1,32,39
0,-3,1,39,0,0,1,1,32,39
0,-3,0,40,0,0,1,1,35,37
0,-3,1,41,0,0,1,1,35,37
0,-6,0,42,0,0,1,1,30,41
0,-3,1,43,0,0,1,1,34,35
0,-3,0,44,0,0,1,1,34,32
0,-3,1,45,0,0,1,1,31,32
0,-3,0,46,0,0,1,1,31,33
0,-2,1,47,0,0,1,1,32,31
0,-5,0,48,0,0,1,1,29,32
0,0,1,49,0,0,1,1,30,25
0,-5,0,50,0,0,1,1,21,31
0,-5,1,51,0,0,1,1,25,28
0,-6,0,52,1,0,1,1,23,39
0,-6,1,53,0,0,1,1,23,39
0,-6,0,54,0,0,1,1,23,32
0,-6,1,55,0,0,1,1,27,32
0,-6,0,56,0,0,1,1,27,32
0,-6,1,57,0,0,1,1,27,32
0,-6,0,58,0,0,1,1,27,32
0,-6,1,59,0,0,1,1,26,32
0,-6,0,60,0,0,1,1,25,34
0,-6,1,61,0,0,1,1,25,34
0,-6,0,62,0,0,1,1,25,32
0,-6,1,63,0,0,1,1,24,32
0,-6,0,64,0,0,1,1,24,31
0,-5,1,65,0,0,1,1,24,29
0,-6,0,66,0,0,1,1,23,31
0,-6,1,67,0,0,1,1,19,32
0,-6,0,68,1,0,1,1,19,34
0,-6,1,69,0,0,1,1,19,34
0,-6,0,70,1,0,1,1,19,34
0,-6,1,71,0,0,1,1,19,34
0,-6,0,72,1,0,1,1,19,34
0,-6,1,73,0,0,1,1,19,34
0,-6,0,74,1,0,1,1,19,34
0,-6,1,75,0,0,1,1,22,34
0,-6,0,76,1,0,1,1,22,30
0,-4,1,21,0,0,0,0,25,27
0,-4,0,22,0,0,0,0,24,30
0,-1,1,23,0,1,0,0,29,28
0,-4,0,24,0,0,0,0,21,29
0,-4,1,25,0,0,0,0,24,29
0,-4,0,26,0,0,0,0,24,28
0,-4,1,27,0,0,0,0,22,28
0,-7,0,28,0,0,0,0,18,32
0,-4,1,29,0,0,0,0,20,25
0,-4,0,30,1,0,0,0,20,26
0,-4,1,31,0,0,0,0,18,26
0,-4,0,32,0,0,0,0,18,27
0,-4,1,33,0,0,0,0,19,27
0,-4,0,34,0,0,0,0,19,29
0,-4,1,35,0,0,0,0,26,29
0,-4,0,36,0,0,0,0,26,29
0,-4,1,37,0,0,0,0,25,29
0,-4,0,38,0,0,0,0,25,29
0,-4,1,39,0,0,0,0,27,29
0,-4,0,40,1,0,0,0,27,30
0,-4,1,41,0,0,0,0,28,32
0,-4,0,42,0,0,0,0,28,31
0,-4,1,43,0,0,0,0,26,31
0,-4,0,44,0,0,0,0,24,30
0,-3,1,45,0,0,0,0,27,29
0,-6,0,46,1,0,0,0,27,32
0,-5,1,47,0,0,0,0,27,34
0,-5,0,48,1,0,0,0,27,32
0,-5,1,49,0,0,0,0,28,34
0,-10,0,50,0,0,0,0,20,35
0,-10,1,51,0,1,0,0,21,35
0,-13,0,52,1,0,0,0,15,35
0,-10,1,53,0,0,0,0,14,32
0,-10,0,54,1,0,0,0,14,32
0,-10,1,55,0,0,0,0,15,32
0,-10,0,56,1,0,0,0,15,32
0,-9,1,57,0,0,0,0,14,30
0,-9,0,58,0,0,0,0,14,29
0,-9,1,59,0,0,0,0,14,29
0,-10,0,60,0,0,0,0,12,34
0,-10,1,61,0,0,0,0,11,35
0,-11,0,62,0,0,0,0,10,36
0,-11,1,63,0,0,0,0,11,36
0,-11,0,64,0,0,0,0,11,34
0,-11,1,65,0,0,0,0,10,34
0,-12,0,66,0,0,0,0,9,35
0,-12,1,67,0,0,0,0,9,35
0,-12,0,68,1,0,0,0,9,36
0,-11,1,69,0,0,0,0,11,34
0,-11,0,70,0,0,0,0,11,33
0,-11,1,71,0,0,0,0,10,33
0,-12,0,72,0,0,0,0,9,29
0,-12,1,73,0,0,0,0,10,29
