39,39,39,39,39,39,38,38,37,37,28,25,25,25,25,25,25,25,25,24,21,21,21,21,21,21,21,21,21,21,21,16,13,13,13,13,12,12,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
39,39,39,39,39,39,39,38,35,34,25,25,25,25,25,25,25,25,24,21,21,21,21,21,21,21,21,21,20,20,15,12,11,11,11,11,11,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8
39,39,39,39,36,36,36,36,36,33,33,33
39,39,39,39,36,36,36,36,36,35,35,34,34
39,39,39,39,39,36,36,36,35,34,29,29,29,28,28,28,28,19
39,39,39,39,36,36,36,36,35,35,30,30,30,30,29,26,17
39,39,39,39,38,38,38,38,38,38
39,39,39,39,39,36,36,36,36,35,34
39,39,39,38,38,38,35,35,35,35,35,32,32,29,29,29,20,20,20,17,17,17,17,12,12,7,7,7,7,7,7,7,6,5,4,3,3,3,3,3,3,3,3,3,2,2,2
39,39,39,38,38,35,35,35,35,35,35,32,31,30,30,30,21,21,18,18,18,18,18,13,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,29,29,26,26,23,23,23,18
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,36,35,35,34,34,34,34,31
39,39,39,39,36,36,36,36,36,36,33,33,33,33,32,32,31,28,28,25,25,25,25,25,24,23,23,23,23,23,23,18
39,39,39,36,36,36,36,36,36,36,33,33,24,23,23,23,23,23,20,20,20,20,20,20,17,16,16,11,11,10,9
39,39,39,39,39,39,39,36,36,36,35,32,32,32,32,32,32,31,31
39,39,39,39,39,39,39,39,36,35,35,35,30,30,30,30,30,30,29
